終結日期,性別,裁判結果代碼,有期年月(月份顯示),被告罪名
101,1,4,,違反家庭暴力防治法
101,1,3,2,違反家庭暴力防治法
101,1,3,4,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
100,1,3,6,違反家庭暴力防治法
101,1,3,2,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
101,1,3,2,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
101,2,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
102,1,3,3,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
103,1,3,4,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
104,2,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
100,1,3,2,違反家庭暴力防治法
102,1,3,2,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
103,1,3,3,違反家庭暴力防治法
101,1,3,3,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
101,1,4,,違反家庭暴力防治法
102,1,4,,違反家庭暴力防治法
103,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,4,,違反家庭暴力防治法
104,1,3,2,其他
102,2,3,7,其他
104,1,3,6,其他
102,2,3,7,其他
100,1,3,4,其他
100,1,3,14,其他
100,2,3,14,其他
100,2,3,14,其他
103,1,3,6,其他
101,1,3,11,其他
101,1,3,4,其他
103,2,3,4,其他
104,1,3,7,其他
102,1,3,4,其他
103,1,3,3,其他
104,1,B,,其他
100,1,3,6,其他
100,1,3,4,其他
100,1,3,5,其他
102,1,9,,其他
102,1,3,12,其他
101,1,3,16,其他
104,1,4,,其他
104,1,3,3,其他
103,2,B,,其他
103,1,B,,其他
103,1,B,,其他
103,1,B,,其他
103,1,4,,其他
103,2,3,7,其他
103,1,3,7,其他
104,1,4,,其他
104,1,3,6,其他
102,1,4,,其他
100,1,4,,其他
101,1,4,,其他
100,1,3,9,其他
100,1,9,,其他
100,1,9,,其他
100,1,3,132,其他
103,1,4,,其他
103,1,4,,其他
102,1,F,,其他
104,1,3,4,其他
101,1,3,5,其他
104,1,B,,其他
101,1,3,22,其他
101,1,3,62,其他
103,1,3,3,其他
103,1,B,,其他
102,1,4,,其他
101,1,3,44,公共危險罪
101,1,3,24,公共危險罪
101,1,3,16,公共危險罪
101,1,3,24,公共危險罪
103,1,3,20,公共危險罪
102,1,3,4,公共危險罪
103,1,3,3,公共危險罪
101,1,3,22,公共危險罪
100,1,3,3,公共危險罪
100,1,3,10,妨害性自主罪
100,1,3,37,妨害性自主罪
100,1,3,6,妨害性自主罪
100,1,3,102,妨害性自主罪
100,1,3,42,妨害性自主罪
100,1,3,44,妨害性自主罪
100,1,3,46,妨害性自主罪
100,1,3,114,妨害性自主罪
101,1,B,,妨害性自主罪
100,1,9,,妨害性自主罪
101,1,9,,妨害性自主罪
100,1,3,12,妨害性自主罪
100,1,3,42,妨害性自主罪
100,1,3,48,妨害性自主罪
100,1,3,72,妨害性自主罪
100,1,3,96,妨害性自主罪
100,1,3,20,妨害性自主罪
100,1,3,42,妨害性自主罪
100,1,3,90,妨害性自主罪
100,1,9,,妨害性自主罪
100,1,3,5,妨害性自主罪
100,1,3,8,妨害性自主罪
100,1,3,50,妨害性自主罪
100,1,3,78,妨害性自主罪
100,1,3,24,妨害性自主罪
100,1,3,102,妨害性自主罪
100,1,3,24,妨害性自主罪
100,1,3,46,妨害性自主罪
100,1,3,42,妨害性自主罪
101,1,B,,妨害性自主罪
100,1,3,12,妨害性自主罪
100,1,3,46,妨害性自主罪
102,1,F,,妨害性自主罪
102,1,F,,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
101,1,3,10,妨害性自主罪
101,1,3,36,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,90,妨害性自主罪
104,1,9,,妨害性自主罪
101,1,3,66,妨害性自主罪
101,1,3,94,妨害性自主罪
103,1,9,,妨害性自主罪
103,1,9,,妨害性自主罪
102,1,3,9,妨害性自主罪
103,1,9,,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,46,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
102,1,3,12,妨害性自主罪
104,1,3,4,妨害性自主罪
104,1,3,8,妨害性自主罪
100,1,3,86,妨害性自主罪
104,1,3,96,妨害性自主罪
103,1,3,18,妨害性自主罪
101,1,9,,妨害性自主罪
103,1,3,12,妨害性自主罪
104,1,3,7,妨害性自主罪
104,1,3,7,妨害性自主罪
104,1,3,8,妨害性自主罪
101,1,3,24,妨害性自主罪
103,1,3,50,妨害性自主罪
100,1,3,24,妨害性自主罪
101,1,9,,妨害性自主罪
101,1,3,50,妨害性自主罪
101,1,9,,妨害性自主罪
104,1,3,40,妨害性自主罪
103,1,3,12,妨害性自主罪
103,2,9,,妨害性自主罪
104,1,3,8,妨害性自主罪
101,1,3,134,妨害性自主罪
104,1,3,9,妨害性自主罪
100,1,3,84,妨害性自主罪
102,1,3,9,妨害性自主罪
104,1,3,12,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,90,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
100,1,3,22,妨害性自主罪
100,1,3,50,妨害性自主罪
103,1,3,52,妨害性自主罪
103,1,3,58,妨害性自主罪
103,1,3,90,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
100,1,3,42,妨害性自主罪
103,1,9,,妨害性自主罪
103,1,9,,妨害性自主罪
101,1,3,135,妨害性自主罪
101,1,3,136,妨害性自主罪
101,1,3,138,妨害性自主罪
104,1,3,10,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,3,38,妨害性自主罪
100,1,B,,妨害性自主罪
101,1,3,40,妨害性自主罪
101,1,3,48,妨害性自主罪
104,1,9,,妨害性自主罪
101,1,3,10,妨害性自主罪
101,1,3,42,妨害性自主罪
101,1,3,42,妨害性自主罪
101,1,3,90,妨害性自主罪
101,1,9,,妨害性自主罪
100,1,3,60,妨害性自主罪
100,1,3,90,妨害性自主罪
100,1,3,38,妨害性自主罪
100,1,3,39,妨害性自主罪
101,1,3,48,妨害性自主罪
101,1,3,48,妨害性自主罪
101,1,3,86,妨害性自主罪
101,1,3,90,妨害性自主罪
101,1,9,,妨害性自主罪
101,1,3,22,妨害性自主罪
102,1,3,46,妨害性自主罪
103,1,3,10,妨害性自主罪
103,1,3,38,妨害性自主罪
103,1,3,7,妨害性自主罪
103,1,3,20,妨害性自主罪
104,1,3,44,妨害性自主罪
101,1,B,,妨害性自主罪
101,1,3,42,妨害性自主罪
101,1,B,,妨害性自主罪
104,1,9,,妨害性自主罪
100,1,3,24,妨害性自主罪
102,1,3,10,妨害性自主罪
103,1,3,37,妨害性自主罪
104,1,3,38,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,96,妨害性自主罪
104,1,9,,妨害性自主罪
100,1,3,96,妨害性自主罪
100,1,Z,,妨害性自主罪
104,1,3,8,妨害性自主罪
104,1,3,42,妨害性自主罪
101,1,3,2,妨害性自主罪
103,2,3,8,妨害性自主罪
104,1,3,100,妨害性自主罪
102,1,9,,妨害性自主罪
102,1,9,,妨害性自主罪
102,1,3,8,妨害性自主罪
102,1,3,12,妨害性自主罪
101,1,3,7,妨害性自主罪
104,1,3,7,妨害性自主罪
104,1,3,40,妨害性自主罪
102,1,3,108,妨害性自主罪
102,1,3,54,妨害性自主罪
102,1,3,72,妨害性自主罪
102,1,9,,妨害性自主罪
103,1,3,12,妨害性自主罪
103,1,3,40,妨害性自主罪
103,1,3,90,妨害性自主罪
103,1,9,,妨害性自主罪
103,1,9,,妨害性自主罪
102,1,3,14,妨害性自主罪
102,1,3,180,妨害性自主罪
102,1,9,,妨害性自主罪
102,2,3,180,妨害性自主罪
102,2,9,,妨害性自主罪
102,1,3,6,妨害性自主罪
102,1,3,19,妨害性自主罪
102,1,3,8,妨害性自主罪
102,1,3,36,妨害性自主罪
102,1,3,84,妨害性自主罪
101,1,3,54,妨害性自主罪
101,1,3,102,妨害性自主罪
102,1,3,50,妨害性自主罪
104,1,3,7,妨害性自主罪
104,1,3,6,妨害性自主罪
104,1,3,36,妨害性自主罪
100,1,3,36,妨害性自主罪
103,1,3,62,妨害性自主罪
103,1,3,64,妨害性自主罪
103,1,3,12,妨害性自主罪
103,1,3,40,妨害性自主罪
103,1,3,44,妨害性自主罪
102,1,3,90,妨害性自主罪
103,1,3,10,妨害性自主罪
103,1,3,12,妨害性自主罪
103,1,3,42,妨害性自主罪
103,1,3,46,妨害性自主罪
103,1,3,94,妨害性自主罪
103,1,3,40,妨害性自主罪
103,1,3,86,妨害性自主罪
102,1,3,7,妨害性自主罪
102,1,3,8,妨害性自主罪
102,1,3,14,妨害性自主罪
102,1,3,15,妨害性自主罪
102,1,3,18,妨害性自主罪
102,1,3,40,妨害性自主罪
102,1,3,46,妨害性自主罪
102,1,3,55,妨害性自主罪
101,1,3,48,妨害性自主罪
101,1,3,90,妨害性自主罪
101,1,3,92,妨害性自主罪
101,1,9,,妨害性自主罪
104,1,3,90,妨害性自主罪
104,1,3,8,妨害性自主罪
103,1,B,,妨害性自主罪
103,1,F,,妨害性自主罪
103,1,F,,妨害性自主罪
103,1,3,8,妨害性自主罪
103,1,3,6,妨害性自主罪
102,1,3,12,妨害性自主罪
102,1,3,7,妨害性自主罪
102,1,3,36,妨害性自主罪
104,1,3,7,妨害性自主罪
104,1,B,,妨害性自主罪
101,1,3,10,妨害性自主罪
101,1,3,96,妨害性自主罪
101,1,9,,妨害性自主罪
104,1,3,38,妨害性自主罪
104,1,3,40,妨害性自主罪
104,1,3,86,妨害性自主罪
104,1,3,88,妨害性自主罪
104,1,9,,妨害性自主罪
102,1,3,38,妨害性自主罪
102,1,3,96,妨害性自主罪
102,1,9,,妨害性自主罪
103,1,3,10,妨害性自主罪
103,1,3,42,妨害性自主罪
103,1,3,46,妨害性自主罪
103,1,3,90,妨害性自主罪
102,1,3,10,妨害性自主罪
102,1,9,,妨害性自主罪
102,1,9,,妨害性自主罪
104,1,3,44,妨害性自主罪
104,1,9,,妨害性自主罪
102,1,3,57,妨害性自主罪
101,1,3,36,妨害性自主罪
103,1,3,10,妨害性自主罪
103,1,3,14,妨害性自主罪
103,1,3,50,妨害性自主罪
103,1,3,62,妨害性自主罪
101,1,3,8,妨害性自主罪
101,1,3,14,妨害性自主罪
102,1,3,10,妨害性自主罪
102,1,3,18,妨害性自主罪
103,1,3,24,妨害性自主罪
101,1,3,10,妨害性自主罪
101,1,3,73,妨害性自主罪
102,1,3,6,妨害性自主罪
102,1,3,6,妨害性自主罪
101,1,3,90,妨害性自主罪
103,1,3,90,妨害性自主罪
103,1,3,102,妨害性自主罪
102,1,9,,妨害性自主罪
103,1,3,39,妨害性自主罪
103,1,3,46,妨害性自主罪
103,1,3,12,妨害性自主罪
103,1,3,42,妨害性自主罪
103,1,3,86,妨害性自主罪
101,1,3,7,妨害性自主罪
101,1,3,19,妨害性自主罪
101,1,3,24,妨害性自主罪
101,1,3,46,妨害性自主罪
101,1,3,60,妨害性自主罪
104,1,3,88,妨害性自主罪
104,1,3,46,妨害性自主罪
104,1,3,48,妨害性自主罪
103,1,3,24,妨害性自主罪
101,1,3,50,妨害性自主罪
101,1,3,86,妨害性自主罪
101,1,3,130,妨害性自主罪
104,1,3,108,妨害性自主罪
104,1,3,114,妨害性自主罪
104,1,3,120,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
103,1,3,8,妨害性自主罪
104,1,9,,妨害性自主罪
101,1,3,38,妨害性自主罪
101,1,3,88,妨害性自主罪
104,1,3,94,妨害性自主罪
101,1,9,,妨害性自主罪
104,1,3,21,妨害性自主罪
102,1,3,16,妨害性自主罪
104,1,3,12,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
102,1,3,9,妨害性自主罪
104,1,3,42,妨害性自主罪
104,1,3,12,妨害性自主罪
104,1,3,48,妨害性自主罪
104,1,3,96,妨害性自主罪
102,1,3,41,妨害性自主罪
104,1,3,18,妨害性自主罪
104,1,3,20,妨害性自主罪
104,1,9,,妨害性自主罪
102,1,3,120,妨害性自主罪
103,1,3,10,妨害性自主罪
103,1,3,12,妨害性自主罪
103,1,3,14,妨害性自主罪
103,1,3,40,妨害性自主罪
104,1,9,,妨害性自主罪
104,1,9,,妨害性自主罪
100,1,3,19,妨害性自主罪
103,1,3,48,妨害性自主罪
103,1,3,22,妨害性自主罪
104,1,3,60,妨害性自主罪
104,1,3,44,妨害性自主罪
103,1,3,44,妨害性自主罪
102,1,3,60,妨害性自主罪
104,1,3,30,妨害性自主罪
100,1,3,66,殺人罪
104,1,3,22,殺人罪
102,2,3,14,殺人罪
104,2,3,14,殺人罪
104,1,3,10,殺人罪
104,1,3,8,殺人罪
101,2,B,,殺人罪
102,2,3,31,殺人罪
100,2,9,,殺人罪
103,1,3,86,殺人罪
100,1,3,120,殺人罪
104,1,3,98,殺人罪
100,1,3,64,殺人罪
104,1,3,22,殺人罪
101,1,3,34,殺人罪
101,1,9,,殺人罪
101,2,3,96,殺人罪
102,2,3,8,殺人罪
101,1,3,72,殺人罪
103,1,3,72,殺人罪
100,1,3,24,殺人罪
101,1,3,4,殺人罪
102,1,2,,殺人罪
101,1,3,144,殺人罪
103,1,3,192,殺人罪
101,1,3,144,殺人罪
103,1,F,,殺人罪
103,1,3,156,殺人罪
100,2,9,,殺人罪
102,1,2,,殺人罪
100,1,2,,殺人罪
100,1,3,204,殺人罪
101,1,3,156,殺人罪
100,1,3,180,殺人罪
100,1,1,,殺人罪
104,1,3,122,殺人罪
103,1,3,6,殺人罪
103,2,6,,殺人罪
103,1,3,3,殺人罪
102,2,3,72,殺人罪
101,1,B,,傷害罪
101,1,F,,傷害罪
100,1,B,,傷害罪
100,1,3,78,傷害罪
100,2,3,24,傷害罪
103,1,3,20,傷害罪
104,1,3,24,傷害罪
100,1,3,84,傷害罪
100,2,3,84,傷害罪
100,1,3,2,傷害罪
101,1,B,,傷害罪
104,1,3,18,傷害罪
102,1,9,,傷害罪
104,1,4,,傷害罪
103,2,3,4,傷害罪
103,2,9,,傷害罪
103,1,3,80,傷害罪
101,1,3,10,傷害罪
103,1,3,84,傷害罪
104,1,3,8,傷害罪
104,1,3,48,傷害罪
100,1,B,,傷害罪
101,2,3,46,傷害罪
104,1,3,7,傷害罪
104,1,3,28,傷害罪
103,1,3,22,傷害罪
100,1,4,,傷害罪
102,1,3,24,傷害罪
103,1,4,,傷害罪
103,2,B,,傷害罪
100,1,9,,傷害罪
102,1,B,,傷害罪
101,2,3,22,傷害罪
102,1,B,,傷害罪
101,1,3,72,傷害罪
100,1,B,,傷害罪
103,1,3,3,傷害罪
102,1,4,,傷害罪
103,1,F,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
101,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
100,1,4,,傷害罪
103,2,4,,傷害罪
104,2,B,,傷害罪
102,1,4,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
100,2,5,,傷害罪
101,1,3,2,傷害罪
101,1,3,3,傷害罪
101,1,3,3,傷害罪
104,1,B,,傷害罪
100,1,3,2,傷害罪
104,1,4,,傷害罪
102,2,4,,傷害罪
100,1,B,,傷害罪
103,2,4,,傷害罪
103,1,4,,傷害罪
104,1,B,,傷害罪
101,1,B,,傷害罪
100,2,B,,傷害罪
103,1,4,,傷害罪
101,1,B,,傷害罪
102,1,4,,傷害罪
102,2,B,,傷害罪
103,1,4,,傷害罪
104,2,9,,傷害罪
104,2,4,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
102,1,B,,傷害罪
103,2,4,,傷害罪
102,1,4,,傷害罪
103,1,B,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
104,1,B,,傷害罪
101,1,4,,傷害罪
103,1,C,,傷害罪
104,1,4,,傷害罪
103,1,B,,傷害罪
101,1,4,,傷害罪
104,2,4,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
102,1,4,,傷害罪
101,1,3,3,傷害罪
101,1,4,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
102,1,B,,傷害罪
104,2,4,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
100,2,B,,傷害罪
102,1,B,,傷害罪
104,1,4,,傷害罪
100,1,3,2,傷害罪
100,1,3,3,傷害罪
100,1,3,2,傷害罪
102,1,4,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,2,B,,傷害罪
103,2,B,,傷害罪
103,2,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
104,1,5,,傷害罪
104,2,5,,傷害罪
100,1,4,,傷害罪
102,1,B,,傷害罪
100,1,B,,傷害罪
101,2,5,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
103,1,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
102,1,B,,傷害罪
103,1,B,,傷害罪
102,1,B,,傷害罪
103,2,B,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
100,1,3,3,傷害罪
103,1,B,,傷害罪
102,1,3,8,傷害罪
104,1,4,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
101,2,B,,傷害罪
103,2,F,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
104,2,4,,傷害罪
103,1,4,,傷害罪
100,1,B,,傷害罪
103,2,4,,傷害罪
103,1,3,2,傷害罪
103,1,3,3,傷害罪
103,1,3,4,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
103,1,B,,傷害罪
104,1,4,,傷害罪
103,1,4,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
103,1,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
102,1,4,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
104,1,F,,傷害罪
101,1,B,,傷害罪
100,1,4,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
102,1,3,4,傷害罪
101,2,9,,傷害罪
104,1,B,,傷害罪
104,2,4,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
100,2,B,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
102,1,4,,傷害罪
103,1,B,,傷害罪
100,1,3,5,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
101,1,4,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
102,1,B,,傷害罪
104,1,4,,傷害罪
104,1,4,,傷害罪
103,1,9,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
101,2,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
103,1,4,,傷害罪
103,1,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
100,1,9,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,1,3,6,傷害罪
101,2,4,,傷害罪
104,1,B,,傷害罪
100,1,4,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
104,1,9,,傷害罪
104,2,B,,傷害罪
102,1,4,,傷害罪
103,2,B,,傷害罪
103,1,B,,傷害罪
102,1,B,,傷害罪
103,1,4,,傷害罪
103,1,4,,傷害罪
103,2,4,,傷害罪
101,1,3,2,傷害罪
104,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
103,2,4,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
102,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
100,2,B,,傷害罪
103,2,B,,傷害罪
100,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
102,2,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
100,1,4,,傷害罪
104,2,4,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
104,1,B,,傷害罪
101,1,9,,傷害罪
101,1,3,5,傷害罪
101,1,3,2,傷害罪
101,1,B,,傷害罪
102,1,9,,傷害罪
103,1,5,,傷害罪
100,1,4,,傷害罪
103,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
104,1,4,,傷害罪
102,2,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,2,3,3,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
101,1,4,,傷害罪
101,1,B,,傷害罪
103,2,B,,傷害罪
103,2,B,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
102,2,4,,傷害罪
102,2,4,,傷害罪
104,1,4,,傷害罪
101,1,3,5,傷害罪
104,1,F,,傷害罪
104,1,3,8,傷害罪
104,2,B,,傷害罪
102,1,9,,傷害罪
102,1,4,,傷害罪
102,2,B,,傷害罪
102,1,B,,傷害罪
104,1,4,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
100,2,B,,傷害罪
100,2,B,,傷害罪
101,2,B,,傷害罪
101,2,B,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
104,1,3,3,傷害罪
102,1,3,4,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
104,1,4,,傷害罪
104,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
104,1,4,,傷害罪
103,1,B,,傷害罪
101,1,B,,傷害罪
104,1,B,,傷害罪
100,2,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
102,1,B,,傷害罪
104,1,F,,傷害罪
100,1,B,,傷害罪
104,1,4,,傷害罪
104,2,B,,傷害罪
104,1,F,,傷害罪
104,1,F,,傷害罪
101,2,3,2,傷害罪
101,2,3,4,傷害罪
101,2,9,,傷害罪
100,1,B,,傷害罪
104,2,4,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
104,1,4,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
104,2,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
103,1,B,,傷害罪
104,1,B,,傷害罪
103,1,B,,傷害罪
104,2,B,,傷害罪
103,1,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
102,2,B,,傷害罪
101,1,B,,傷害罪
101,2,B,,傷害罪
101,1,4,,傷害罪
101,1,B,,傷害罪
103,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
103,1,B,,傷害罪
103,2,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
103,2,4,,傷害罪
102,2,B,,傷害罪
104,1,B,,傷害罪
104,2,B,,傷害罪
104,2,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
103,1,B,,傷害罪
100,1,4,,傷害罪
102,1,4,,傷害罪
101,1,B,,傷害罪
101,1,3,4,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
102,2,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
102,1,3,3,傷害罪
104,1,B,,傷害罪
100,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
104,1,B,,傷害罪
101,1,3,3,傷害罪
102,1,B,,傷害罪
102,1,3,3,傷害罪
101,1,B,,傷害罪
102,1,3,3,傷害罪
100,2,B,,傷害罪
101,1,B,,傷害罪
101,1,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
100,1,B,,傷害罪
100,1,9,,傷害罪
100,2,9,,傷害罪
101,2,4,,傷害罪
100,1,4,,傷害罪
101,1,3,5,傷害罪
101,2,B,,傷害罪
101,2,B,,傷害罪
100,1,B,,傷害罪
100,2,B,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
101,2,B,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
101,1,4,,傷害罪
100,1,B,,傷害罪
100,1,4,,傷害罪
100,2,4,,傷害罪
100,2,4,,傷害罪
100,2,4,,傷害罪
101,2,4,,傷害罪
101,1,9,,傷害罪
101,1,B,,傷害罪
101,2,B,,傷害罪
101,1,B,,傷害罪
103,2,5,,傷害罪
102,1,B,,傷害罪
102,1,4,,傷害罪
102,1,B,,傷害罪
100,1,B,,傷害罪
102,1,4,,傷害罪
100,1,B,,傷害罪
100,1,B,,傷害罪
102,1,B,,傷害罪
101,1,B,,傷害罪
103,2,9,,傷害罪
100,1,4,,傷害罪
100,1,4,,傷害罪
100,1,F,,傷害罪
100,1,B,,傷害罪
101,1,3,8,傷害罪
101,1,3,10,傷害罪
101,1,4,,傷害罪
101,1,B,,傷害罪
102,1,B,,傷害罪
102,1,B,,傷害罪
